0.000000	1.029419	0.935004	6.417591	0.428540
2.775000E-5	1.026174	0.983347	6.405262	0.425620
5.550000E-5	1.030068	1.034610	6.392284	0.427242
8.325000E-5	1.033961	1.085224	6.378656	0.426594
0.000111	1.030068	1.132918	6.365354	0.427891
0.000139	1.041748	1.171852	6.355620	0.426269
0.000166	1.040775	1.208190	6.344264	0.426269
0.000194	1.043046	1.245177	6.329664	0.427567
0.000222	1.045641	1.279244	6.317659	0.427567
0.000250	1.048237	1.310392	6.302409	0.425620
0.000277	1.048237	1.335699	6.289106	0.424971
0.000305	1.047588	1.354841	6.276453	0.428216
0.000333	1.056673	1.364899	6.266070	0.424971
0.000361	1.058619	1.370739	6.256012	0.425296
0.000388	1.059593	1.370415	6.245305	0.425296
0.000416	1.062837	1.367495	6.236220	0.426269
0.000444	1.065757	1.361006	6.223242	0.426269
0.000472	1.068353	1.349001	6.208966	0.424322
0.000499	1.066082	1.332779	6.194041	0.424647
0.000527	1.074193	1.313636	6.180089	0.426594
0.000555	1.077113	1.293196	6.169382	0.424971
0.000583	1.081655	1.272755	6.158026	0.425620
0.000610	1.083602	1.252964	6.148617	0.425945
0.000638	1.083602	1.230902	6.137261	0.425945
0.000666	1.086522	1.208839	6.125256	0.423998
0.000694	1.091713	1.184505	6.113251	0.425945
0.000721	1.092038	1.159847	6.103517	0.425296
0.000749	1.094309	1.133243	6.090864	0.425620
0.000777	1.097553	1.105989	6.078859	0.423674
0.000805	1.099824	1.082953	6.067178	0.425620
0.000832	1.102420	1.061864	6.057769	0.426269
0.000860	1.108584	1.043370	6.048360	0.423998
0.000888	1.111180	1.023903	6.038626	0.424647
0.000916	1.108260	1.004436	6.028568	0.427242
0.000943	1.113127	0.984645	6.020781	0.426269
0.000971	1.117020	0.964529	6.009750	0.427242
0.000999	1.118642	0.944089	5.997420	0.423674
0.001027	1.121238	0.923324	5.986389	0.424322
0.001054	1.123834	0.903857	5.975682	0.426918
0.001082	1.124482	0.887635	5.966921	0.424322
0.001110	1.125456	0.872061	5.959459	0.425296
0.001138	1.130971	0.855514	5.953294	0.426594
0.001165	1.133567	0.841563	5.945507	0.425296
0.001193	1.137785	0.823394	5.934800	0.425296
0.001221	1.138758	0.805874	5.922795	0.421078
0.001249	1.142327	0.788354	5.913062	0.426594
0.001276	1.145247	0.773753	5.903652	0.425945
0.001304	1.148816	0.760127	5.897488	0.423998
0.001332	1.148167	0.749420	5.891648	0.425620
0.001360	1.152385	0.736766	5.886456	0.424322
0.001387	1.156603	0.722815	5.877047	0.424647
0.001415	1.156927	0.709837	5.870234	0.425620
0.001443	1.162118	0.694912	5.861798	0.425945
0.001471	1.163416	0.681286	5.853037	0.423998
0.001498	1.159198	0.668957	5.847522	0.424647
0.001526	1.166661	0.657601	5.840708	0.422700
0.001554	1.171852	0.647219	5.836490	0.423349
0.001582	1.174772	0.636187	5.832597	0.423025
0.001609	1.175745	0.625805	5.824161	0.421402
0.001637	1.179639	0.616071	5.817996	0.423998
0.001665	1.182883	0.606014	5.811832	0.424647
0.001693	1.185479	0.597902	5.806640	0.423349
0.001720	1.186777	0.587844	5.803396	0.421727
0.001748	1.189697	0.577462	5.797231	0.423674
0.001776	1.192292	0.570649	5.792364	0.423674
0.001804	1.193590	0.562213	5.786524	0.423998
0.001831	1.199106	0.556048	5.783928	0.422376
0.001859	1.200403	0.549235	5.781333	0.423025
0.001887	1.203323	0.542746	5.777439	0.425945
0.001915	1.207866	0.537230	5.775493	0.423998
0.001942	1.208515	0.531066	5.771924	0.424647
0.001970	1.212084	0.525550	5.769652	0.424647
0.001998	1.213706	0.516790	5.766732	0.424971
0.002026	1.217599	0.510950	5.763488	0.424647
0.002053	1.220195	0.506408	5.761865	0.422700
0.002081	1.223115	0.501217	5.758296	0.428865
0.002109	1.225386	0.497323	5.756025	0.423349
0.002137	1.227008	0.492457	5.754727	0.423349
